name,CCS,MW,WPATH,WPOL,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nHBDon,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,PetitjeanNumber,topoShape,geomShape,nSpiroAtoms,bpol,VABC,ECCEN,VAdjMat,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,LOBMAX,LOBMIN,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nHBAcc,nB,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW
hydroxyprogesterone,181.47,331.226795,1160,54,3.44,4,0,1,0,0,0,1,3,0,0,0,3.04,0.322,1.89,0.596,2.22,0.244,1.11,0.299,0.81,54,0,2,0.52,6.22,4.61,3.15,10.5,18.6,9.26,4.64,6.71,1.11,0.434,0,0,0,0,0,0,0,0,2.84,8.09,94.2,1.37,2.48,10,0.0988,0.179,0,0,0,0.438,0.501,0.497,13.9,42.1,90.1,0.292,0,1.44,0,0,0,0,0,0,3,0,8,0,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,16,-0.381,0.162,4.81,12.5,0,0.455,0.833,0.882,0,34.7,341,435,5.75,3,0,3.04,59.4,0,144,49.1,2.05,7.48,7.48,0,17.3,11.2,11.6,10.9,8.72,7.11,5.4,4.19,15.2,9.7,9.38,8.7,7.15,5.54,4.16,3.11,1,3970,3740,786,1.06,5.05,4.76,6.57,0.315,54.4,0.33,-0.0682,-0.13,0.0469,-0.00701,406,624,15.6,121,-186,-25.9,285,810,41.6,0.77,1.18,0.0296,0.23,-0.353,-0.0492,214,329,8.25,64,-98.2,-13.7,0.138,0.248,2.02,3.01,433,94.6,0.821,0.179,1870,43.3,12.3,2180,46.7,13,4590,67.8,16.6,2.22,2.22,0,0,0.0722,0.434,1.13,0,0,0.0722,0.359,0.845,0,0,0,3,1,3,8,4,2,8.73,14.1,21.7,6.12,10.2,14.8,0.165,4,26.3,28,47.3,57.8,46.7,2700,17.4,5.5,2.2,0,2190,2770,4490,4930,3880,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magneson,156.48,260.066606,812,26,2.01,2,2,2,2,0,0,0,2,0,0,0,1.4,0,0.285,0,0.39,0,0.0291,0,0,28,12,0,0,0,0,0,5.77,11.8,0,2.7,0,0,0.86,0,0,0,0,0,1,0.365,0,1.41,1.98,70.1,0.0444,2.19,14.9,0.00259,0.128,0,0,0,0.111,0.482,0.573,17.1,33.4,52,0.402,0,1.17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,-0.361,0.194,3.54,8.69,0,0.5,1,0.94,0,12.4,217,366,5.32,3,0,3.22,33.6,0,94,38,2,19.1,9.89,9.21,13.8,9.06,8.26,6.39,4.75,3.54,2.44,1.35,9.59,5.24,3.65,2.29,1.35,0.842,0.368,0.155,3,4410,4080,334,1.08,13.2,12.2,6.64,0.5,111,0.247,-0.0156,-0.0823,-0.0481,-0.00875,229,332,23.5,232,-336,-36,-2.75,668,59.5,0.497,0.721,0.0511,0.503,-0.73,-0.0782,105,153,10.8,107,-155,-16.6,0.15,0.248,3.99,7.26,351,110,0.762,0.238,1780,42.2,12.1,1890,43.4,12.4,3480,59,15.1,2.33,2.33,0,0,0,0.151,0.291,0,0,0,0.0518,0.0571,0,0,0,12,0,0,0,0,0,2.83,3.43,3.96,0.62,0.601,0.564,0.428,19,23.2,22.6,31.1,30.9,23.5,499,15.4,7.14,4.5,12,927,1050,1370,1260,898,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYCLOBUTANIL,174.185,289.121474,791,28,2.56,2,2,2,2,0,0,1,1,0,0,0,1.25,0.102,0.217,0.051,0.781,0.0625,0.101,0.0208,0.429,37,11,6,0,2.45,0.316,0.25,15.7,7.76,5.38,0.333,1,0,0,0,0,0,0.365,0.25,0.5,1.41,0,3.72,13.8,81.4,1.65,2.46,7.71,0.14,0.208,0,0,0,0.463,0.314,0.417,11.8,35.8,79.1,0.239,0,1.19,0,0,0,0,0,0,1,0,4,0,0,6,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,35,-0.262,0.132,5.24,12.2,0,0.444,0.8,0.857,0,23,262,291,5.39,7,0,3.92,44.3,0,98,40,2,14.4,0,11.9,14.4,9.7,8.13,6.78,5.27,3.87,2.64,1.68,12.2,7.08,5.33,3.72,2.43,1.68,1.02,0.521,6,3040,2570,1080,1.18,2.8,2.37,6.67,0.351,54.5,0.306,-0.142,0.00679,-0.05,0.0592,307,420,17.5,203,-278,-33.8,104,698,51.3,0.602,0.824,0.0343,0.398,-0.545,-0.0663,156,214,8.92,103,-142,-17.2,0.0959,0.191,1.55,10.5,424,85.8,0.832,0.168,1720,41.5,12,1890,43.5,12.4,3780,61.5,15.6,1.46,1.2,0,0,0.144,0.185,0.176,0,0,0.0298,0.0489,0.0559,1,0,0,5,1,2,3,0,1,2.98,4.79,6.2,1.47,1.96,2.25,0.189,6,29.2,24.3,33.5,33.2,33,1060,16.4,7.85,4.25,11,1360,1570,2140,2140,2020,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromothymol blue,217.26,623.00972,2970,75,3.55,4,3,3,3,0,0,1,3,0,0,0,4.07,0.272,1.74,0.167,2.31,0.0463,0.844,0.0281,0.333,63,18,3,2.34,5.9,18.6,1.42,4.94,20.6,2.33,26.1,5.93,0,0.91,1.15,0,0,0,0,0,0,0,8.33,69.4,146,2.88,6.07,7.65,0.173,0.366,0,0,0,0.401,0.541,0.49,16.6,85.9,236,0.0956,0,1.43,0,0,0,0,0,0,6,0,0,0,0,6,2,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,11.9,78.9,-0.359,0.299,6.53,16.3,0,0.5,1,0.796,0,41.6,471,583,6.25,3,0,7.44,79.2,2,198,70.2,2.01,21.8,13.2,0,26,16.3,16.4,14.3,11.9,9.94,7.89,5.65,23.8,13.3,11.6,9.08,6.11,4.78,3.2,2.13,4,8940,7300,4670,1.22,1.91,1.56,8.25,0.333,92.2,0.415,-0.232,0.0803,0.0149,-0.0683,404,919,22.7,299,-681,-42.1,104,1600,64.8,0.574,1.31,0.0323,0.426,-0.969,-0.0598,284,646,16,211,-479,-29.6,0.131,0.158,0.0793,2.82,622,81.5,0.884,0.116,3720,61,15.5,4020,63.4,15.9,11200,106,22.4,1.44,1.15,0,0,0.0589,0.443,1.11,0,0,0.0312,0.157,0.362,0,0,0,11,7,6,0,3,0,10,17.2,28.3,5.53,7.53,11.4,0.148,10,132,59.6,94.3,137,130,3170,28,9.95,4.4,18,3850,4800,7680,9080,9360,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tributyl acetyl citrate,197.905,403.232668,2160,36,2.78,0,0,0,0,0,0,0,0,0,0,0,1.8,0.102,0.306,0.0722,0.614,0.051,0.0449,0.00851,0.8,62,0,5,0.529,6.87,2.67,0.734,10.5,9.97,3.17,1.73,2.38,0,1.1,4.08,1.37,0,0,0,0,0,0,3.72,13.9,101,0.976,7.93,22.3,0.0313,0.254,0,0,0,0.523,0.293,0.39,31.2,207,411,0.286,0,1.21,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,16,-0.317,0.303,4.28,11.1,0,0.5,1,0.998,0,48.7,414,539,5.75,15,0,3.51,64.3,1,120,53.8,1.92,21.9,21.9,0,21.4,13.3,11,7.21,5.75,4.08,2.88,1.4,17.5,9.99,6.58,3.82,2.27,1.28,0.792,0.419,19,8550,6550,2500,1.3,3.42,2.62,9.01,0,105,1.11,-0.595,0.185,-0.0348,-0.435,666,1830,21.9,126,-346,-28,540,2170,50,0.841,2.31,0.0277,0.159,-0.437,-0.0354,527,1450,17.4,99.6,-274,-22.2,0.108,0.115,0,1.45,695,97,0.878,0.122,2250,47.4,13.1,2590,50.9,13.7,5480,74.1,17.6,1.72,1.72,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,1,0,3.02,5.33,7.92,0.932,1.37,1.45,0.262,3,34.2,31,40.7,43.2,55.1,2970,28,16.8,13,0,1350,1460,1820,2000,2210,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIBUTYL CITRATE,195.93,361.222103,1710,31,2.67,0,0,0,0,0,0,0,0,0,0,0,1.58,0.144,0.391,0.102,0.554,0.0559,0.0472,0.00932,0.833,57,0,5,0.225,5.25,1.28,0.451,10.5,8.15,3.17,0.909,1.89,0,1.37,3.17,0.565,0,0,0,0,0,0,3.34,11.2,91.6,0.863,6.62,24.2,0.0272,0.209,0,0,0,0.567,0.293,0.423,31.7,187,357,0.323,0,1.28,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,16,-0.378,0.295,4.63,10.1,0,0.5,1,0.998,0,43.6,374,484,5.58,15,0,2.77,58.6,1,106,47.9,1.92,18.9,18.9,0,19.1,11.9,9.66,6.66,4.82,3.09,2.13,1.11,15.7,9.1,6.02,3.51,1.89,1.05,0.661,0.357,17,7940,6510,1850,1.22,4.28,3.51,8.94,0,99.1,0.928,-0.445,0.157,-0.183,-0.417,616,1580,24.4,119,-304,-27.7,497,1880,52.1,0.838,2.15,0.0332,0.162,-0.414,-0.0376,453,1160,17.9,87.3,-224,-20.3,0.115,0.148,0,1.91,623,112,0.847,0.153,1950,44.1,12.5,2280,47.7,13.2,4510,67.2,16.5,1.75,1.28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,1,0,2.97,4.46,6.04,0.796,0.97,0.965,0.275,3,30.4,27.3,35.3,37.9,43.4,2540,25,15.1,12.1,0,1150,1220,1470,1530,1590,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinic acid,142.67,193.070688,224,21,1.57,1,0,1,0,0,0,0,1,0,0,0,1.76,0.144,0.825,0.144,0.737,0.0559,0.106,0.0102,0.857,25,0,0,0,0,0,0,0.5,4.3,2,2.94,2.15,0,3.73,0,0,0,0,0,0,0,0,-2.39,5.72,39.7,1.05,1.46,3.98,0.162,0.225,0,0,0,0.452,0.487,0.405,6.5,11.6,24.2,0.21,0,1.34,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,-0.391,0.31,4.27,8.97,0,0.333,0.5,0.94,0,14.1,167,119,4.7,3,1,-1.98,25.1,0,66,24.8,1.91,14.8,14.8,0,10.2,5.87,6.03,4.77,2.96,2.09,1.17,0.364,6.79,3.87,3.37,2.28,1.45,0.906,0.398,0.0864,1,928,888,312,1.05,2.97,2.85,4.56,0.24,118,0.561,-0.0977,-0.158,0.0278,-0.21,224,478,28,122,-260,-41.2,102,738,69.2,0.648,1.38,0.0812,0.352,-0.752,-0.119,77.3,165,9.68,42,-89.7,-14.2,0.136,0.182,0.463,2.54,120,226,0.346,0.654,1050,32.4,10.2,1200,34.7,10.6,2420,49.1,13.4,1.71,1.66,0,0,0,0.0481,0.22,0,0,0,0.0481,0.11,0,0,1,0,0,0,5,1,0,4.13,4.79,6.92,1.21,1.4,1.56,0.616,3,17.6,15,24.4,28.1,19.6,469,11.1,3.63,2.08,0,589,684,970,890,516,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tri-o-tolyl phosphate,182.39,369.125046,1610,39,3.22,3,3,3,3,0,0,0,3,0,0,0,2.13,0.177,0.354,0,0.792,0.0186,0.102,0,0.143,47,18,0,0.375,6.32,4.61,0,13.1,16.9,0,4.17,0,0,0,1.5,1.5,0,0,0,0,0,0,6.4,40.9,103,2.45,5,9.02,0.149,0.304,0,0,0,0.486,0.466,0.493,16.5,79.4,206,0.161,0,1.45,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,31,-0.246,0.469,4.35,8.56,0,0.5,1,0.898,0,37.1,333,440,5.81,3,0,5.74,57.8,1,134,52.6,2.02,15.6,11.9,0,18.6,12.5,11.5,9.13,7.24,6.07,3.24,2.3,15.2,8.69,6.38,4.23,2.76,1.83,0.786,0.447,6,3900,3080,1800,1.27,2.17,1.71,6.9,0.468,54.6,0.483,-0.513,0.474,-0.202,0.0228,420,736,20.9,169,-296,-12.6,251,1030,33.5,0.713,1.25,0.0355,0.287,-0.502,-0.0214,248,434,12.3,99.7,-175,-7.44,0.268,0.14,0,0.287,567,22.3,0.962,0.0379,2660,51.5,13.8,2870,53.6,14.2,6070,77.9,18.2,1.42,1.29,0,0,0,0.25,0.427,0,0,0,0.0833,0.117,0,0,0,15,3,3,0,0,0,4.13,6.21,9.46,1.38,1.65,1.91,0.148,23,34.7,38.7,50.4,54.5,57.2,1750,20.7,9.47,5.75,18,1390,1590,2130,2100,1900,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRESYL DIPHENYL PHOSPHATE,177.1,341.093746,1370,32,3,3,3,3,3,0,0,0,3,0,0,0,1.83,0.177,0,0,0.553,0.0186,0,0,0.0526,41,18,0,0,2.13,1,0,18.9,13.9,0,1.31,0,0,0,1.5,1.5,0,0,0,0,0,0,5.42,29.4,92.5,0.806,5.07,12.5,0.0439,0.276,0,0,0,0.455,0.423,0.506,18.4,77.4,147,0.26,0,1.38,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,31,-0.246,0.469,4.13,8.01,0,0.455,0.833,0.792,0,32.8,299,445,5.7,3,0,5.5,51.6,1,122,48.9,2.04,15.6,11.9,0,16.8,11.6,10.6,7.93,6.66,5.36,2.96,2.22,13.4,7.85,5.52,3.49,2.32,1.53,0.672,0.404,6,4150,3110,1400,1.33,2.97,2.23,6.96,0.537,54.6,0.485,-0.508,0.452,-0.156,-0.0622,349,595,20.1,213,-364,-22.1,135,959,42.2,0.621,1.06,0.0358,0.379,-0.648,-0.0394,196,334,11.3,120,-205,-12.4,0.275,0.144,0.242,1.71,500,62,0.89,0.11,2530,50.3,13.6,2700,52,13.9,5460,73.9,17.6,2.9,2.9,0,0,0,0.287,0.287,0,0,0,0.0919,0.0653,0,0,0,17,1,1,0,0,0,2.75,4.82,6.64,0.771,1.01,1.09,0.16,23,32.7,36.7,46.4,46.5,47.4,1300,18.8,9.09,6.05,18,1180,1320,1710,1590,1470,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRI-P-CRESYL PHOSPHATE,187,369.125046,1720,36,3.22,3,3,3,3,0,0,0,3,0,0,0,2.41,0.177,0,0,0.887,0.0186,0,0,0.143,47,18,0,0.25,5.96,3.21,0,13.7,17.8,0,2.64,0,0,0,1.5,1.5,0,0,0,0,0,0,6.4,40.9,103,0.89,7.26,13.6,0.0408,0.333,0,0,0,0.457,0.404,0.468,21.8,118,228,0.219,0,1.33,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,31,-0.246,0.469,4.17,8.03,0,0.5,1,0.957,0,37.1,333,508,5.81,3,0,6.37,57.8,1,134,52.6,2.02,15.6,11.9,0,18.6,12.4,11.8,8.75,6.94,5.95,3.31,2.63,15.2,8.67,6.52,4.04,2.55,1.78,0.842,0.495,6,5230,3680,1980,1.42,2.64,1.86,7.58,0.468,54.6,0.488,-0.51,0.448,-0.154,-0.0521,417,729,19.4,208,-365,-21.2,208,1090,40.6,0.667,1.17,0.0311,0.333,-0.584,-0.0339,260,456,12.1,130,-228,-13.2,0.268,0.14,0.236,1.69,563,62,0.901,0.0992,2660,51.5,13.8,2870,53.6,14.2,5850,76.5,18,2.63,2.63,0,0,0,0.25,0.427,0,0,0,0.0833,0.117,0,0,0,15,3,3,0,0,0,3.57,5.51,7.83,1.16,1.3,1.44,0.148,23,34.7,38.7,50.4,50.5,49.4,1750,20.7,9.47,6.54,18,1350,1520,2000,1860,1640,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tris(2-ethylhexyl)phosphate,219.15,435.359797,2560,36,3.55,0,0,0,0,0,0,0,0,0,0,0,1.54,0.177,0,0,0.795,0.0186,0,0,1,80,0,7,1.44,13.7,2.95,0,18.8,10.8,0,0.5,0,0,0,1.5,1.5,0,0,0,0,0,0,8.7,75.7,125,2.47,10.1,17.6,0.0818,0.335,0,0,0,0.355,0.326,0.453,30.2,247,719,0.187,0,1.13,0,0,0,0,0,0,6,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,31,-0.284,0.454,3.96,8.89,0,0.5,1,0.849,0,69.9,479,588,5.81,15,0,9.37,83.1,2,122,55.9,1.93,15.3,11.7,0,22,14,10.7,8.1,5.17,4.04,2.89,1.4,20.6,12.9,9,6.38,3.75,2.66,1.55,0.656,21,9490,6730,4210,1.41,2.26,1.6,9.66,0,54.6,0.55,-0.58,0.586,-0.315,0.00893,760,1630,20.5,104,-222,-14,656,1850,34.4,0.88,1.88,0.0237,0.12,-0.257,-0.0162,657,1400,17.7,89.7,-192,-12.1,0.212,0.132,0.187,0.0905,820,44,0.949,0.051,2370,48.7,13.3,2890,53.8,14.2,5160,71.8,17.3,1.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,0,2.91,3.54,4.11,1.59,1.68,1.68,0.126,5,37.7,38.7,43.4,45.7,50.5,5430,29,18.7,14.6,0,1430,1480,1690,1780,1780,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bisphenol A,151.89,229.12233,516,26,2.89,2,2,2,2,0,0,0,2,0,0,0,1.78,0.167,0.622,0.167,1.07,0.125,0.333,0.0833,0.2,33,12,3,0.5,4.62,2.53,2,8.69,12.4,3.27,1.53,2,0,0.1,0,0,0,0,0,0,0,0,3.73,13.9,68.2,1.57,2.42,7.11,0.142,0.218,0,0,0,0.577,0.527,0.43,11.1,32.2,70.4,0.23,0,1.53,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.9,16,-0.361,0.107,4.85,11.5,0,0.5,1,0.762,0,17.5,223,262,5.17,3,0,4.52,38.7,0,88,33.9,1.99,5.03,5.03,0,12.5,8,7.73,6.14,4.34,3.37,2.41,1.09,10,5.59,4.72,3.18,1.92,1.2,0.684,0.293,2,2100,1880,572,1.12,3.67,3.28,6.01,0.394,40.5,0.112,-0.0364,-0.0229,3.79E-04,0.017,302,377,24.6,142,-177,-24.9,160,553,49.4,0.681,0.849,0.0554,0.319,-0.399,-0.0561,134,167,10.9,62.8,-78.3,-11,0.175,0.289,5.04,8.76,326,117,0.736,0.264,1360,36.9,11.1,1540,39.2,11.5,2790,52.8,14.1,1.8,1.8,0,0,0,0.167,0.25,0,0,0,0.0556,0.0526,0,0,0,10,2,2,0,0,1,3.73,4.81,6.3,1.94,2.15,2.35,0.177,7,18.5,18.7,27.3,27.3,20.7,884,13.4,5.33,3.06,12,1130,1310,1830,1780,1320,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bis(4-chlorophenyl) sulfone,157.48,286.969506,516,26,2.23,2,2,2,2,0,0,0,2,0,0,0,1.78,0.167,0.622,0.167,0.809,0.0255,0.117,0.017,0,25,12,0,0,0,0,0,8.69,12.4,0,1.53,0,0,0.5,0,0,0,0,0,0,0,0,4.26,18.2,69.2,1.25,2.04,7.77,0.113,0.184,0,0,0,0.344,0.556,0.556,11.1,28.1,58.9,0.277,0,1.46,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,35,-0.219,0.207,6.22,11.9,0,0.5,1,0.61,0,16.1,220,262,5.17,3,0,4.24,35.3,0,88,33.9,1.99,13.5,5,0,12.5,8,7.73,6.14,4.34,3.37,2.41,1.09,10.3,5.89,4.77,3.2,1.93,1.4,0.839,0.359,2,3460,3070,834,1.13,4.15,3.69,6.74,0.52,42.5,0.206,-0.0647,-0.00821,0.0078,-0.011,161,162,10.5,292,-294,-36.2,-131,456,46.7,0.355,0.357,0.0232,0.645,-0.648,-0.0799,72.9,73.3,4.76,132,-133,-16.4,0.206,0.217,0.165,7.05,387,66.1,0.854,0.146,1940,44,12.5,2020,44.9,12.6,3890,62.3,15.7,1.99,1.99,0,0,0,0.167,0.25,0,0,0,0.0556,0.097,0,0,0,12,0,0,0,0,0,3.73,4.81,6.3,1.35,1.42,1.64,0.149,15,40.1,30.4,42.6,43.1,29.9,404,13.4,5.33,3.06,12,1430,1650,2300,2220,1660,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
